id	source
CE001001	retsinformationdk
ai-aktindsigt_139256	ai-aktindsigt
enevaeldens_nyheder_slagelse_1838-03-15_1008435	enevaeldens_nyheder
cellar_45020	cellar
enevaeldens_nyheder_odense_1799-12-09_1109477	enevaeldens_nyheder
CL000933	retsinformationdk
AX014608	retsinformationdk
enevaeldens_nyheder_oslo_1793-05-22_1064835	enevaeldens_nyheder
cellar_4902	cellar
kb_administrative_publication_statsvejnettet...11928	kb_administrative_publication
AN008995	retsinformationdk
AG001032	retsinformationdk
AX030628	retsinformationdk
CF001007	retsinformationdk
skat_SKM2012.396.SR	skat
municipality_meetings_abdcb...19292	municipality_meetings
cellar_12792	cellar
AG000454	retsinformationdk
CA000729	retsinformationdk
AA002122	retsinformationdk
maalfrid_0d209d361af9e2c2a16e38f9979f435a30dbed35_1	ncc_maalfrid
cellar_16902	cellar
cellar_33122	cellar
enevaeldens_nyheder_berlingske_1771-07-08_1012980	enevaeldens_nyheder
cellar_35172	cellar
ai-aktindsigt_138136	ai-aktindsigt
CL007605	retsinformationdk
cellar_27883	cellar
AX000234	retsinformationdk
CM029371	retsinformationdk
enevaeldens_nyheder_slagelse_1821-03-03_1026557	enevaeldens_nyheder
kb_administrative_publication_fidelitetsvurdering...12553	kb_administrative_publication
enevaeldens_nyheder_odense_1810-08-21_1186453	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1832-11-10_1331137	enevaeldens_nyheder
AX009415	retsinformationdk
kb_historical_letters_udenrigsministergre...3314	kb_historical_letters
skat_SKM2015.420.SR	skat
skat_SKM2012.206.SR	skat
AX017687	retsinformationdk
kb_administrative_publication_statistikforbehand...6247	kb_administrative_publication
health_hovedstaden_2638	health_hovedstaden
cellar_58123	cellar
AD000964	retsinformationdk
enevaeldens_nyheder_aalborg1818_1819-02-15_1007501	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1808-06-20_1180783	enevaeldens_nyheder
cellar_39139	cellar
kb_administrative_publication_miljøvurderingafpl...10945	kb_administrative_publication
ai-aktindsigt_181714	ai-aktindsigt
wiki_1052148	wiki
kb_administrative_publication_kollektivtrafikiy...11996	kb_administrative_publication
skat_SKM2005.251.LR	skat
AA002825	retsinformationdk
AX001495	retsinformationdk
ai-aktindsigt_111184	ai-aktindsigt
enevaeldens_nyheder_slagelse_1840-11-03_1007682	enevaeldens_nyheder
CF002200	retsinformationdk
eur-lex-sum-da_537	eur-lex-sum-da
cellar_38668	cellar
wiki_13742	wiki
enevaeldens_nyheder_berlingske_1806-04-03_1148439	enevaeldens_nyheder
AA014657	retsinformationdk
AX031395	retsinformationdk
enevaeldens_nyheder_viborg_1848-07-13_1058022	enevaeldens_nyheder
enevaeldens_nyheder_ribe_1825-08-26_1148206	enevaeldens_nyheder
AX001210	retsinformationdk
municipality_meetings_ebcfbcca...18070	municipality_meetings
opensub_5172353	opensubtitles
AX002843	retsinformationdk
enevaeldens_nyheder_nsk_1807-06-06_1011375	enevaeldens_nyheder
skat_SKM2012.298.SKAT	skat
enevaeldens_nyheder_berlingske_1757-02-21_1047730	enevaeldens_nyheder
ai-aktindsigt_129774	ai-aktindsigt
7967	Domsdatabasen
kb_historical_letters_forskålsansøgnin...12006	kb_historical_letters
health_hovedstaden_24279	health_hovedstaden
AN016368	retsinformationdk
wiki_121774	wiki
kb_administrative_publication_detdigitalesamfund...7407	kb_administrative_publication
cellar_10059	cellar
AX009978	retsinformationdk
1757	Domsdatabasen
enevaeldens_nyheder_aarhus_1845-01-24_1359782	enevaeldens_nyheder
municipality_meetings_efcfec...2137	municipality_meetings
AN009208	retsinformationdk
cellar_6815	cellar
AX015291	retsinformationdk
enevaeldens_nyheder_slagelse_1833-09-10_1082779	enevaeldens_nyheder
kb_historical_letters_direktørpvedelti...3749	kb_historical_letters
kb_administrative_publication_ældreogarbejdsmark...3330	kb_administrative_publication
enevaeldens_nyheder_berlingske_1805-07-05_1137260	enevaeldens_nyheder
AH002208	retsinformationdk
ai-aktindsigt_86007	ai-aktindsigt
AT004868	retsinformationdk
AN008914	retsinformationdk
municipality_meetings_edfcdcaeb...4261	municipality_meetings
enevaeldens_nyheder_odense_1784-10-12_1031263	enevaeldens_nyheder
DH001204	retsinformationdk
AN012411	retsinformationdk
6436	Domsdatabasen
enevaeldens_nyheder_berlingske_1778-01-12_1060996	enevaeldens_nyheder
AN004091	retsinformationdk
ai-aktindsigt_193055	ai-aktindsigt
health_hovedstaden_3557	health_hovedstaden
ai-aktindsigt_130129	ai-aktindsigt
cellar_51157	cellar
AX014557	retsinformationdk
cellar_63595	cellar
cellar_35821	cellar
wiki_795855	wiki
cellar_19490	cellar
enevaeldens_nyheder_aalborg1827_1828-08-28_1013807	enevaeldens_nyheder
2780	Domsdatabasen
kb_historical_letters_frachristianaugust...9339	kb_historical_letters
CM030228	retsinformationdk
cellar_12116	cellar
AX029633	retsinformationdk
DA000346	retsinformationdk
enevaeldens_nyheder_adresseavisen_1778-10-27_1310891	enevaeldens_nyheder
AN012323	retsinformationdk
opensub_5160953	opensubtitles
ai-aktindsigt_149398	ai-aktindsigt
CM026458	retsinformationdk
enevaeldens_nyheder_adresseavisen_1779-11-09_1333183	enevaeldens_nyheder
wiki_1054975	wiki
enevaeldens_nyheder_odense_1773-05-28_1002603	enevaeldens_nyheder
cellar_5514	cellar
miljoeportalen_249	miljoeportalen
ai-aktindsigt_175186	ai-aktindsigt
enevaeldens_nyheder_aalborg1767_1821-08-25_1157812	enevaeldens_nyheder
BE002106	retsinformationdk
BS007846	retsinformationdk
skat_SKM2018.567.ØLR	skat
enevaeldens_nyheder_viborg_1818-01-19_1140844	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1755-03-21_1031982	enevaeldens_nyheder
CS001677	retsinformationdk
kb_administrative_publication_kommunernesigangvær...10238	kb_administrative_publication
enevaeldens_nyheder_adresseavisen_1788-11-17_1229730	enevaeldens_nyheder
danske-taler_1190	danske-taler
CL000954	retsinformationdk
ai-aktindsigt_182117	ai-aktindsigt
tidsskrift-dk_04052	tidsskrift-dk
CL001051	retsinformationdk
129	Domsdatabasen
cellar_24035	cellar
AA001010	retsinformationdk
CL003725	retsinformationdk
ai-aktindsigt_173732	ai-aktindsigt
enevaeldens_nyheder_nsk_1827-02-03_1075923	enevaeldens_nyheder
ai-aktindsigt_95494	ai-aktindsigt
wiki_27386	wiki
digibok_2006111400032	ncc_books
tidsskrift-dk_03621	tidsskrift-dk
kb_administrative_publication_jordforureningfras...10339	kb_administrative_publication
enevaeldens_nyheder_berlingske_1832-05-07_1321050	enevaeldens_nyheder
skat_SKM2001.562.ØLR	skat
enevaeldens_nyheder_odense_1835-03-16_1394722	enevaeldens_nyheder
enevaeldens_nyheder_adresseavisen_1794-11-12_1414132	enevaeldens_nyheder
AX000636	retsinformationdk
wiki_28362	wiki
enevaeldens_nyheder_berlingske_1827-04-16_1234689	enevaeldens_nyheder
cellar_17732	cellar
municipality_meetings_daca...4784	municipality_meetings
wiki_1041630	wiki
ai-aktindsigt_141752	ai-aktindsigt
cellar_34900	cellar
danske-taler_55	danske-taler
AN010930	retsinformationdk
DD000139	retsinformationdk
AS001765	retsinformationdk
AX016469	retsinformationdk
enevaeldens_nyheder_aalborg1827_1844-09-14_1009787	enevaeldens_nyheder
enevaeldens_nyheder_thisted_1844-03-19_1081476	enevaeldens_nyheder
AH002545	retsinformationdk
maalfrid_c484c22630025e27ad693d251f77884d672a6a70_618	ncc_maalfrid
cellar_39781	cellar
cellar_36041	cellar
AN004785	retsinformationdk
AX018262	retsinformationdk
cellar_49507	cellar
enevaeldens_nyheder_aalborg1767_1812-06-04_1117905	enevaeldens_nyheder
CM023757	retsinformationdk
maalfrid_8948efe6c3812f20f515cb383f5a4cc9cf1d39a9_82	ncc_maalfrid
kb_administrative_publication_detflyvendetæppen...9453	kb_administrative_publication
skat_SKM2017.192.SR	skat
enevaeldens_nyheder_odense_1840-03-24_1453923	enevaeldens_nyheder
retspraksis_3672	retspraksis
cellar_41949	cellar
enevaeldens_nyheder_aarhus_1808-04-16_1064163	enevaeldens_nyheder
AA005911	retsinformationdk
enevaeldens_nyheder_slagelse_1840-11-09_1007787	enevaeldens_nyheder
AX006141	retsinformationdk
CL003818	retsinformationdk
AA010140	retsinformationdk
wiki_152685	wiki
enevaeldens_nyheder_ribe_1845-09-03_1004392	enevaeldens_nyheder
AT003323	retsinformationdk
retspraksis_1686	retspraksis
skat_SKM2002.575.LSR	skat
dannet_25827	dannet
wiki_86605	wiki
DG000621	retsinformationdk
enevaeldens_nyheder_adresseavisen_1777-07-29_1285485	enevaeldens_nyheder
cellar_45471	cellar
wiki_260502	wiki
wiki_828116	wiki
kb_historical_letters_doctober...4980	kb_historical_letters
skat_SKM2019.71.LSR	skat
cellar_1067	cellar
wiki_1045592	wiki
ai-aktindsigt_184073	ai-aktindsigt
enevaeldens_nyheder_thisted_1839-12-18_1060191	enevaeldens_nyheder
AH002590	retsinformationdk
AN003500	retsinformationdk
cellar_15817	cellar
enevaeldens_nyheder_slagelse_1838-11-06_1013227	enevaeldens_nyheder
skat_SKM2014.681.SR	skat
enevaeldens_nyheder_nsk_1817-05-20_1053143	enevaeldens_nyheder
kb_administrative_publication_redegørelseomungdo...3632	kb_administrative_publication
AN001566	retsinformationdk
AS000501	retsinformationdk
kb_administrative_publication_udbetalingdanmarks...11605	kb_administrative_publication
wiki_1043989	wiki
cellar_7803	cellar
CQ002757	retsinformationdk
enevaeldens_nyheder_viborg_1849-07-02_1068645	enevaeldens_nyheder
5125	Domsdatabasen
maalfrid_521b54f1931c28e8e5868ecf857b678d843d4942_2	ncc_maalfrid
AX001186	retsinformationdk
enevaeldens_nyheder_aarhus_1841-05-07_1312479	enevaeldens_nyheder
enevaeldens_nyheder_adresseavisen_1822-03-13_1009140	enevaeldens_nyheder
AX012948	retsinformationdk
enevaeldens_nyheder_aarhus_1841-03-12_1310533	enevaeldens_nyheder
CL006863	retsinformationdk
enevaeldens_nyheder_berlingske_1833-03-23_1337524	enevaeldens_nyheder
cellar_38888	cellar
cellar_2773	cellar
cellar_42764	cellar
enevaeldens_nyheder_aarhus_1836-07-27_1262276	enevaeldens_nyheder
maalfrid_d85b5002999f02ee59b50f8c5e53f9ed22506e27_371	ncc_maalfrid
cellar_9109	cellar
skat_SKM2007.739.LSR	skat
2217	Domsdatabasen
enevaeldens_nyheder_ribe_1833-12-17_1189245	enevaeldens_nyheder
cellar_5655	cellar
kb_administrative_publication_retningslinjerfork...12697	kb_administrative_publication
CJ000527	retsinformationdk
wiki_28161	wiki
cellar_62022	cellar
enevaeldens_nyheder_nsk_1808-07-05_1015639	enevaeldens_nyheder
ai-aktindsigt_147329	ai-aktindsigt
enevaeldens_nyheder_aarhus_1833-02-19_1232032	enevaeldens_nyheder
CL008081	retsinformationdk
cellar_16013	cellar
CS001279	retsinformationdk
enevaeldens_nyheder_aalborg1767_1814-08-11_1125962	enevaeldens_nyheder
enevaeldens_nyheder_maribo_1810-01-26_1003698	enevaeldens_nyheder
cellar_28411	cellar
enevaeldens_nyheder_aalborg1818_1825-09-19_1060569	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1753-09-07_1020236	enevaeldens_nyheder
AX005632	retsinformationdk
enevaeldens_nyheder_ribe_1829-06-05_1168506	enevaeldens_nyheder
enevaeldens_nyheder_adresseavisen_1785-10-07_1140094	enevaeldens_nyheder
BE009602	retsinformationdk
enevaeldens_nyheder_odense_1819-05-18_1257468	enevaeldens_nyheder
enevaeldens_nyheder_tronheim_1788-11-14_1027234	enevaeldens_nyheder
enevaeldens_nyheder_viborg_1829-05-19_1222685	enevaeldens_nyheder
cellar_59555	cellar
health_hovedstaden_14731	health_hovedstaden
cellar_53390	cellar
ft_20141M90	ft
8491	Domsdatabasen
CL002230	retsinformationdk
enevaeldens_nyheder_adresseavisen_1837-01-26_1003674	enevaeldens_nyheder
BS007756	retsinformationdk
AA002294	retsinformationdk
cellar_53747	cellar
cellar_13282	cellar
health_hovedstaden_20636	health_hovedstaden
AA007925	retsinformationdk
AA009481	retsinformationdk
CH000287	retsinformationdk
enevaeldens_nyheder_berlingske_1814-10-21_1060378	enevaeldens_nyheder
wiki_663080	wiki
enevaeldens_nyheder_nsk_1817-09-06_1064170	enevaeldens_nyheder
enevaeldens_nyheder_nsk_1829-12-01_1048975	enevaeldens_nyheder
naat_2011dronningmargretheii	naat
AA000569	retsinformationdk
BS006448	retsinformationdk
AX006287	retsinformationdk
retspraksis_984	retspraksis
enevaeldens_nyheder_berlingske_1758-08-07_1060516	enevaeldens_nyheder
miljoeportalen_1163	miljoeportalen
CA000358	retsinformationdk
AX007043	retsinformationdk
AK001156	retsinformationdk
maalfrid_6e3e79ebc259341b5d683b031428b3bd0cae60ff_27	ncc_maalfrid
kb_historical_letters_ernsttriertilmari...10717	kb_historical_letters
enevaeldens_nyheder_berlingske_1809-08-18_1197109	enevaeldens_nyheder
ai-aktindsigt_110337	ai-aktindsigt
ai-aktindsigt_147262	ai-aktindsigt
wiki_1051685	wiki
AN014581	retsinformationdk
ai-aktindsigt_60576	ai-aktindsigt
AN012424	retsinformationdk
skat_SKM2014.289.LSR	skat
cellar_9270	cellar
cellar_29082	cellar
ai-aktindsigt_95333	ai-aktindsigt
AN009094	retsinformationdk
miljoeportalen_1372	miljoeportalen
wikisource_21748	wikisource
enevaeldens_nyheder_nsk_1815-08-22_1058379	enevaeldens_nyheder
ai-aktindsigt_167222	ai-aktindsigt
enevaeldens_nyheder_adresseavisen_1764-12-10_1049043	enevaeldens_nyheder
AA010581	retsinformationdk
enevaeldens_nyheder_odense_1832-01-31_1366937	enevaeldens_nyheder
skat_SKM2010.235.LSR	skat
cellar_56835	cellar
ai-aktindsigt_64117	ai-aktindsigt
enevaeldens_nyheder_slagelse_1821-03-13_1026674	enevaeldens_nyheder
cellar_3645	cellar
CE001219	retsinformationdk
maalfrid_57595cd86a0eb7d1158f99ff9c947929f56ae4f0_439	ncc_maalfrid
CL007197	retsinformationdk
kb_administrative_publication_statistiskaarbog...3826	kb_administrative_publication
cellar_13624	cellar
skat_SKM2006.424.ØLR	skat
enevaeldens_nyheder_aalborg1767_1773-09-24_1008671	enevaeldens_nyheder
AP000126	retsinformationdk
municipality_meetings_bcfacbaaeb...4332	municipality_meetings
enevaeldens_nyheder_nsk_1816-04-30_1054436	enevaeldens_nyheder
enevaeldens_nyheder_odense_1840-09-14_1460348	enevaeldens_nyheder
enevaeldens_nyheder_aarhus_1829-10-22_1202495	enevaeldens_nyheder
enevaeldens_nyheder_ribe_1819-10-19_1117052	enevaeldens_nyheder
cellar_9385	cellar
kb_administrative_publication_vurderingoganerken...13059	kb_administrative_publication
maalfrid_a82b2d2e3b95837b2e93f9a24a9aeaeed7b0e900_225	ncc_maalfrid
BE007313	retsinformationdk
cellar_56079	cellar
kb_administrative_publication_nationaleretningsli...10281	kb_administrative_publication
BE005354	retsinformationdk
AT001610	retsinformationdk
wiki_1172460	wiki
CR001078	retsinformationdk
cellar_27566	cellar
enevaeldens_nyheder_ribe_1826-01-10_1150134	enevaeldens_nyheder
BX000212	retsinformationdk
ft_20101M21	ft
cellar_13870	cellar
enevaeldens_nyheder_aalborg1818_1822-10-09_1035192	enevaeldens_nyheder
enevaeldens_nyheder_aalborg1827_1832-09-24_1057087	enevaeldens_nyheder
cellar_64689	cellar
AN009788	retsinformationdk
cellar_12251	cellar
municipality_meetings_adafdb...2474	municipality_meetings
maalfrid_68c17aded40a8d13c0167bb3bf7c4b8e4b5a2e51_86	ncc_maalfrid
enevaeldens_nyheder_berlingske_1764-07-06_1119976	enevaeldens_nyheder
skat_SKM2009.708.ØLR	skat
CR001229	retsinformationdk
cellar_44771	cellar
ai-aktindsigt_168423	ai-aktindsigt
maalfrid_666989125ec1c576edc12430154188607fb0b2c2_55	ncc_maalfrid
cellar_62401	cellar
AX028281	retsinformationdk
BP000752	retsinformationdk
BN000145	retsinformationdk
enevaeldens_nyheder_berlingske_1770-02-26_1001336	enevaeldens_nyheder
cellar_52758	cellar
cellar_19643	cellar
ai-aktindsigt_13545	ai-aktindsigt
CF001973	retsinformationdk
cellar_7609	cellar
8604	Domsdatabasen
cellar_62377	cellar
health_hovedstaden_15651	health_hovedstaden
miljoeportalen_104	miljoeportalen
cellar_39983	cellar
CL005720	retsinformationdk
cellar_45114	cellar
2583	Domsdatabasen
enevaeldens_nyheder_adresseavisen_1768-05-16_1111522	enevaeldens_nyheder
skat_SKM2010.602.LSR	skat
AX003901	retsinformationdk
tidsskrift-dk_02942	tidsskrift-dk
cellar_47756	cellar
wiki_401295	wiki
CT000570	retsinformationdk
AX016449	retsinformationdk
enevaeldens_nyheder_extraordinaire_relationer_1726-12-01_1001423	enevaeldens_nyheder
wiki_364567	wiki
AN009963	retsinformationdk
health_hovedstaden_13489	health_hovedstaden
wiki_1014109	wiki
miljoeportalen_1320	miljoeportalen
cellar_6129	cellar
BS007444	retsinformationdk
CM045300	retsinformationdk
8142	Domsdatabasen
enevaeldens_nyheder_oslo_1799-01-30_1088471	enevaeldens_nyheder
maalfrid_464954af8b445ab882e9e513bd733d918681230b_69	ncc_maalfrid
enevaeldens_nyheder_berlingske_1812-11-09_1037820	enevaeldens_nyheder
nordjyllandnews_72859	nordjyllandnews
AR000402	retsinformationdk
municipality_meetings_faed...10353	municipality_meetings
AG001122	retsinformationdk
cellar_61723	cellar
AN008984	retsinformationdk
cellar_13467	cellar
CL002122	retsinformationdk
enevaeldens_nyheder_maribo_1831-12-30_1103235	enevaeldens_nyheder
cellar_11836	cellar
enevaeldens_nyheder_aalborg1827_1844-12-16_1013544	enevaeldens_nyheder
skat_SKM2008.403.SR	skat
ai-aktindsigt_152158	ai-aktindsigt
cellar_29779	cellar
cellar_10095	cellar
cellar_33455	cellar
wiki_896165	wiki
enevaeldens_nyheder_berlingske_1812-04-17_1029977	enevaeldens_nyheder
cellar_11225	cellar
AX013711	retsinformationdk
cellar_48436	cellar
ai-aktindsigt_107128	ai-aktindsigt
skat_SKM2005.180.ØLR	skat
7368	Domsdatabasen
enevaeldens_nyheder_odense_1845-09-03_1531044	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1824-02-16_1189969	enevaeldens_nyheder
health_hovedstaden_13296	health_hovedstaden
digistorting_1898_part2_vol-b_part0	ncc_parliament
enevaeldens_nyheder_berlingske_1793-03-01_1021755	enevaeldens_nyheder
ai-aktindsigt_110926	ai-aktindsigt
cellar_23575	cellar
BK001770	retsinformationdk
enevaeldens_nyheder_berlingske_1750-08-10_1003531	enevaeldens_nyheder
cellar_48698	cellar
cellar_30476	cellar
cellar_57741	cellar
AN009568	retsinformationdk
enevaeldens_nyheder_aalborg1767_1787-07-20_1034437	enevaeldens_nyheder
137	Domsdatabasen
cellar_52225	cellar
maalfrid_558a32372083dd1c83e011fe44185ee2ef385c01_33	ncc_maalfrid
wiki_460327	wiki
AA008510	retsinformationdk
wiki_202421	wiki
AX023348	retsinformationdk
BS007005	retsinformationdk
enevaeldens_nyheder_berlingske_1821-03-12_1147051	enevaeldens_nyheder
enevaeldens_nyheder_danske_mercurius_1675-01-01_1000632	enevaeldens_nyheder
cellar_51689	cellar
cellar_44046	cellar
cellar_46608	cellar
AN014898	retsinformationdk
wikisource_23649	wikisource
enevaeldens_nyheder_berlingske_1834-05-23_1007758	enevaeldens_nyheder
AS002104	retsinformationdk
AX024215	retsinformationdk
CA006467	retsinformationdk
enevaeldens_nyheder_adresseavisen_1767-01-02_1084881	enevaeldens_nyheder
ai-aktindsigt_177465	ai-aktindsigt
AA012029	retsinformationdk
municipality_meetings_bbdeabab...5624	municipality_meetings
enevaeldens_nyheder_aalborg1827_1836-12-24_1101066	enevaeldens_nyheder
cellar_9402	cellar
AA014712	retsinformationdk
cellar_47784	cellar
cellar_3172	cellar
enevaeldens_nyheder_viborg_1849-02-01_1063789	enevaeldens_nyheder
health_hovedstaden_14305	health_hovedstaden
CL000287	retsinformationdk
CF000317	retsinformationdk
enevaeldens_nyheder_berlingske_1794-03-10_1027453	enevaeldens_nyheder
enevaeldens_nyheder_adresseavisen_1796-07-15_1470220	enevaeldens_nyheder
enevaeldens_nyheder_nsk_1816-03-23_1054092	enevaeldens_nyheder
health_hovedstaden_19696	health_hovedstaden
municipality_meetings_fdcbc...2508	municipality_meetings
AX012800	retsinformationdk
cellar_35558	cellar
ai-aktindsigt_167531	ai-aktindsigt
wiki_699806	wiki
kb_historical_letters_olufsentilpram...11955	kb_historical_letters
AD000205	retsinformationdk
cellar_15774	cellar
enevaeldens_nyheder_ribe_1809-12-01_1075793	enevaeldens_nyheder
AN009991	retsinformationdk
maalfrid_5631c1ecf2610cbaa15ec07c3fb7444ba40b2f8e_111	ncc_maalfrid
cellar_37335	cellar
AL002066	retsinformationdk
ai-aktindsigt_177111	ai-aktindsigt
kb_administrative_publication_betænkningomdestr...7301	kb_administrative_publication
enevaeldens_nyheder_odense_1833-06-12_1379155	enevaeldens_nyheder
ai-aktindsigt_142259	ai-aktindsigt
enevaeldens_nyheder_ribe_1805-07-01_1058249	enevaeldens_nyheder
cellar_38873	cellar
DH000939	retsinformationdk
cellar_46049	cellar
enevaeldens_nyheder_berlingske_1804-04-06_1119605	enevaeldens_nyheder
ai-aktindsigt_154547	ai-aktindsigt
ai-aktindsigt_162284	ai-aktindsigt
enevaeldens_nyheder_slagelse_1829-07-04_1062738	enevaeldens_nyheder
skat_SKM2012.113.ØLR	skat
BE004385	retsinformationdk
municipality_meetings_bfccedaa...13716	municipality_meetings
BE006817	retsinformationdk
enevaeldens_nyheder_nsk_1819-02-27_1034849	enevaeldens_nyheder
skat_SKM2010.149.BR	skat
kb_administrative_publication_membranfiltreringe...4745	kb_administrative_publication
wiki_116831	wiki
enevaeldens_nyheder_odense_1813-02-15_1205935	enevaeldens_nyheder
3751	Domsdatabasen
AX022111	retsinformationdk
cellar_8198	cellar
AK002252	retsinformationdk
BS008150	retsinformationdk
cellar_56819	cellar
enevaeldens_nyheder_adresseavisen_1777-09-09_1287698	enevaeldens_nyheder
CM018687	retsinformationdk
cellar_17248	cellar
DD000307	retsinformationdk
CF000988	retsinformationdk
AX007918	retsinformationdk
enevaeldens_nyheder_adresseavisen_1798-06-06_1533191	enevaeldens_nyheder
enevaeldens_nyheder_thisted_1838-01-10_1050704	enevaeldens_nyheder
CA006276	retsinformationdk
AA010601	retsinformationdk
enevaeldens_nyheder_berlingske_1823-12-26_1188034	enevaeldens_nyheder
cellar_56487	cellar
cellar_63262	cellar
digibok_2010062903002	ncc_books
enevaeldens_nyheder_oslo_1785-04-06_1036511	enevaeldens_nyheder
AX022695	retsinformationdk
enevaeldens_nyheder_adresseavisen_1796-05-18_1464839	enevaeldens_nyheder
AI002424	retsinformationdk
cellar_28144	cellar
enevaeldens_nyheder_jp1838_1841-04-06_1003209	enevaeldens_nyheder
cellar_6822	cellar
CT000141	retsinformationdk
CQ000206	retsinformationdk
enevaeldens_nyheder_aarhus_1802-06-12_1036009	enevaeldens_nyheder
kb_historical_letters_fraheibergkiel...6888	kb_historical_letters
ai-aktindsigt_179661	ai-aktindsigt
enevaeldens_nyheder_aalborg1827_1835-04-02_1083986	enevaeldens_nyheder
municipality_meetings_aaa...5516	municipality_meetings
AX014751	retsinformationdk
AX014945	retsinformationdk
cellar_34398	cellar
AT001168	retsinformationdk
enevaeldens_nyheder_ribe_1814-06-21_1091299	enevaeldens_nyheder
wiki_766515	wiki
enevaeldens_nyheder_aarhus_1843-09-12_1340776	enevaeldens_nyheder
health_hovedstaden_12481	health_hovedstaden
enevaeldens_nyheder_aarhus_1845-02-11_1360464	enevaeldens_nyheder
enevaeldens_nyheder_adresseavisen_1817-07-07_1028383	enevaeldens_nyheder
enevaeldens_nyheder_berlingske_1833-12-04_1350950	enevaeldens_nyheder
health_hovedstaden_136	health_hovedstaden
cellar_59304	cellar
enevaeldens_nyheder_odense_1844-09-05_1515441	enevaeldens_nyheder
AS000361	retsinformationdk
ai-aktindsigt_185076	ai-aktindsigt
skat_SKM2008.592.LSR	skat
enevaeldens_nyheder_ribe_1812-05-08_1081939	enevaeldens_nyheder
enevaeldens_nyheder_slagelse_1830-01-16_1065273	enevaeldens_nyheder
cellar_18067	cellar
AU002260	retsinformationdk
AE002169	retsinformationdk
cellar_41445	cellar
enevaeldens_nyheder_odense_1843-07-27_1499666	enevaeldens_nyheder
AX028062	retsinformationdk
kb_historical_letters_underseptb...9568	kb_historical_letters
kb_administrative_publication_betænkningominside...175	kb_administrative_publication
cellar_41958	cellar
kb_historical_letters_frazeutlientillau...12382	kb_historical_letters
CA008265	retsinformationdk
cellar_46620	cellar
AN001169	retsinformationdk
AX030848	retsinformationdk
ai-aktindsigt_137421	ai-aktindsigt
AX002793	retsinformationdk
cellar_65168	cellar
ai-aktindsigt_101804	ai-aktindsigt
AS000258	retsinformationdk
AX016609	retsinformationdk
enevaeldens_nyheder_berlingske_1757-04-04_1048718	enevaeldens_nyheder
cellar_9370	cellar
CM008338	retsinformationdk
enevaeldens_nyheder_aalborg1827_1830-04-24_1030627	enevaeldens_nyheder
cellar_57079	cellar
enevaeldens_nyheder_berlingske_1825-06-10_1209152	enevaeldens_nyheder
AN003383	retsinformationdk
cellar_36931	cellar
CM007407	retsinformationdk
cellar_44633	cellar
enevaeldens_nyheder_aarhus_1829-04-07_1197809	enevaeldens_nyheder
cellar_39688	cellar
enevaeldens_nyheder_odense_1846-09-14_1548425	enevaeldens_nyheder
BK000607	retsinformationdk
AX001725	retsinformationdk
enevaeldens_nyheder_viborg_1842-01-27_1312929	enevaeldens_nyheder
enevaeldens_nyheder_aalborg1827_1827-09-29_1004750	enevaeldens_nyheder
skat_SKM2013.125.VLR	skat
cellar_53691	cellar
cellar_39254	cellar
AN016070	retsinformationdk
AX007375	retsinformationdk
health_hovedstaden_10123	health_hovedstaden
AX024829	retsinformationdk
AA013814	retsinformationdk
AN001416	retsinformationdk
7495	Domsdatabasen
CA007786	retsinformationdk
enevaeldens_nyheder_berlingske_1824-06-14_1194698	enevaeldens_nyheder
AN013262	retsinformationdk
tidsskrift-dk_03342	tidsskrift-dk
retspraksis_1785	retspraksis
skat_SKM2017.208.BR	skat
enevaeldens_nyheder_kiøbenhavns_postrytter_1793-02-08_1038911	enevaeldens_nyheder
health_hovedstaden_4680	health_hovedstaden
health_hovedstaden_4236	health_hovedstaden
AN005638	retsinformationdk
ai-aktindsigt_149487	ai-aktindsigt
enevaeldens_nyheder_adresseavisen_1783-08-27_1084504	enevaeldens_nyheder
enevaeldens_nyheder_ribe_1799-10-22_1030436	enevaeldens_nyheder
health_hovedstaden_8599	health_hovedstaden
AN015522	retsinformationdk
ai-aktindsigt_185884	ai-aktindsigt
enevaeldens_nyheder_aarhus_1817-07-12_1116037	enevaeldens_nyheder
skat_SKM2006.27.ØLR	skat
AA010033	retsinformationdk
cellar_55005	cellar
enevaeldens_nyheder_nsk_1823-09-30_1068910	enevaeldens_nyheder
ai-aktindsigt_162281	ai-aktindsigt
enevaeldens_nyheder_berlingske_1785-05-06_1120478	enevaeldens_nyheder
AX011873	retsinformationdk
cellar_20268	cellar
ai-aktindsigt_124361	ai-aktindsigt
health_hovedstaden_15105	health_hovedstaden
miljoeportalen_1128	miljoeportalen
health_hovedstaden_2329	health_hovedstaden
CQ000450	retsinformationdk
ai-aktindsigt_130792	ai-aktindsigt
enevaeldens_nyheder_ribe_1832-11-23_1185070	enevaeldens_nyheder
AX000877	retsinformationdk
ai-aktindsigt_178486	ai-aktindsigt
cellar_24381	cellar
AA005241	retsinformationdk
kb_historical_letters_direktørpvedelti...3737	kb_historical_letters
skat_SKM2001.663.VLR	skat
cellar_21979	cellar
AX018362	retsinformationdk
